Country.Name,age_dependency,co2_kg_ppp_gdp,co2_kt,f_labor_force,f_lifeexp,f_net_enrollment,f_out_school,f_pop,fertility_rate,gdp_currentUS,gdp_energy_perunit,gdp_ppp_current,gini_index,m_lifeexp,m_pop,pop_density,pop_growth,pop_largest_city,pop_largest_city_perc,pop_lifeexp,pop_perc,pop_w_electric,rural_pop,urban_pop,Region,Income.Group
Kiribati,65.2690595754394,NA,NA,NA,NA,NA,NA,50.8485696034254,NA,188284518.828452,NA,265743788.813532,NA,NA,49.1514303965746,143.020987654321,1.46869012445746,NA,NA,NA,115847,NA,45.943,54.057,East Asia & Pacific,Lower middle income
"Korea, Dem. People’s Rep.",41.9177146897046,NA,NA,NA,NA,NA,NA,51.0938524844571,NA,NA,NA,NA,NA,NA,48.9061475155429,212.190175234615,0.470124289654097,3037862,19.2086389435097,NA,25549819,NA,38.101,61.899,NA,NA
"Korea, Rep.",37.7256414799676,NA,NA,53.2723007202148,NA,NA,NA,49.9168817920843,NA,1619423701169.63,NA,2071181809851.12,NA,NA,50.0831182079157,529.652103632681,0.327939403431369,9963497,23.6878905332168,NA,51635256,NA,18.541,81.459,East Asia & Pacific,High income
Kosovo,NA,NA,NA,15.75,NA,NA,NA,NA,NA,7938990793.20113,NA,20941135071.643,NA,NA,NA,NA,0.794345852546323,NA,NA,NA,1845300,NA,NA,NA,Europe & Central Asia,Upper middle income
Kuwait,31.7338277520188,NA,NA,NA,NA,93.03679,NA,39.5481706247096,NA,140645364238.411,NA,301599740769.564,NA,NA,60.4518293752903,232.172222222222,1.98243953053414,2989270,72.2515528813535,NA,4137309,NA,0,100,Middle East & North Africa,High income
Kyrgyz Republic,58.3409673344976,NA,NA,44.810001373291,NA,NA,NA,50.5248630835062,NA,8092836608.78875,NA,24535043897.3036,NA,NA,49.4751369164938,32.9290928050052,1.87955029622417,996319,43.3964063948262,NA,6315800,NA,63.649,36.351,Europe & Central Asia,Lower middle income
Lao PDR,57.9256619609197,NA,NA,NA,NA,90.64573,9.33119,49.7893648061644,NA,17953786416.1431,NA,52534782954.4439,NA,NA,50.2106351938357,30.5957842287695,1.54802299147207,664754,26.8934100921996,NA,7061507,NA,64.996,35.004,East Asia & Pacific,Lower middle income
Latvia,56.3462281331052,NA,NA,55.8089981079102,NA,NA,NA,54.0101666562093,NA,34409229177.9105,NA,58383571139.048,NA,NA,45.9898333437907,30.9833065294307,-0.811937907399897,637089,48.5296134017477,NA,1926542,NA,31.858,68.142,Europe & Central Asia,High income
Lebanon,49.4728780904276,NA,NA,NA,NA,NA,NA,49.705805515578,NA,56639155555.5556,NA,89591523930.427,NA,NA,50.294194484422,669.494134897361,0.542458659560969,2385271,39.311165343918,NA,6848925,NA,11.407,88.593,Middle East & North Africa,Upper middle income
Lesotho,60.3011770144939,NA,NA,NA,NA,NA,NA,50.7168954341523,NA,2738786277.79392,NA,6787040655.11633,NA,NA,49.2831045658477,69.437812911726,0.796281136528556,NA,NA,NA,2108132,NA,71.847,28.153,Sub-Saharan Africa,Lower middle income
Liberia,79.7863446042014,NA,NA,NA,NA,NA,NA,49.7682910228231,NA,3264000000,NA,6306255635.33341,NA,NA,50.2317089771769,50.0309073920266,2.45252259258425,1418300,57.5385757549326,NA,4818977,NA,48.849,51.151,Sub-Saharan Africa,Low income
Libya,48.6133048148143,NA,NA,NA,NA,NA,NA,49.4837888079251,NA,48364208571.4286,NA,138674861383.8,NA,NA,50.5162111920749,3.79563238119054,1.47586738980959,1157746,21.6414632240592,NA,6678567,NA,19.898,80.102,Middle East & North Africa,Upper middle income
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.9375,0.290582690270153,NA,NA,NA,37910,NA,85.662,14.338,Europe & Central Asia,High income
Lithuania,52.8758637017292,NA,NA,56.5260009765625,NA,NA,NA,53.7919586473278,NA,53429066429.1251,NA,98920631432.4132,NA,NA,46.2080413526722,44.5313513780643,-1.38380431071839,536055,28.3938264594836,NA,2789533,NA,32.321,67.679,Europe & Central Asia,High income
Luxembourg,42.983721263996,NA,NA,55.7998008728027,NA,NA,NA,49.5392589748512,NA,70885325883.0941,NA,68878323882.4048,NA,NA,50.4607410251488,250.093827160494,1.89231468434563,NA,NA,NA,607728,NA,9.01900000000001,90.981,Europe & Central Asia,High income
"Macao SAR, China",31.8187699563829,NA,NA,NA,NA,96.42685,3.13941,51.9782848584542,NA,55084050789.7182,NA,78254752438.0468,NA,NA,48.0217151415458,20777.5002607232,1.44331136552005,632418,100,NA,631636,NA,0,100,East Asia & Pacific,High income
Madagascar,77.4776203059341,NA,NA,NA,NA,NA,NA,50.1239666132987,NA,13853432868.227,NA,49670559379.4855,NA,NA,49.8760333867013,45.1398556204881,2.6696132402134,3058387,31.3127141278542,NA,26262368,NA,62.809,37.191,Sub-Saharan Africa,Low income
Malawi,87.0827689996355,NA,NA,NA,NA,NA,NA,50.7015156905763,NA,7064971176.34408,NA,23785805317.9465,NA,NA,49.2984843094237,192.440761561307,2.64191728771031,1029639,33.5067181744607,NA,18143315,NA,83.063,16.937,Sub-Saharan Africa,Low income
Malaysia,44.2312438474242,NA,NA,NA,NA,NA,NA,48.5785205819849,NA,358581943446.259,NA,1002046323609.1,NA,NA,51.4214794180151,95.9628214883579,1.35251165124592,7563912,31.5516970601393,NA,31528585,NA,23.964,76.036,East Asia & Pacific,Upper middle income
Maldives,31.3219385988143,NA,NA,NA,NA,NA,NA,37.2649814622342,NA,5327457149.72581,NA,7894130972.23339,NA,NA,62.7350185377659,1718.98666666667,3.81313622480854,NA,NA,NA,515696,NA,60.192,39.808,South Asia,Upper middle income
Mali,100.203071201374,NA,NA,55.1300010681152,NA,55.75683,44.16784,49.940996726292,NA,17163432832.0957,NA,44196429739.3879,NA,NA,50.059003273708,15.635015858186,3.00791357916659,2446749,30.2795009149134,NA,19077690,NA,57.644,42.356,Sub-Saharan Africa,Low income
Malta,52.9664475390855,NA,NA,49.5880012512207,NA,NA,NA,49.8733082150459,NA,14553422928.8831,NA,20589238249.0073,NA,NA,50.1266917849541,1511.03125,3.26472013750544,NA,NA,NA,483530,NA,5.38800000000001,94.612,Middle East & North Africa,High income
Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,221278000,NA,233011656.714547,NA,NA,NA,324.516666666667,0.60959569220907,NA,NA,NA,58413,NA,22.969,77.031,East Asia & Pacific,Upper middle income
Mauritania,76.1316632100207,NA,NA,NA,NA,81.42558,18.57442,49.8226562187735,NA,5234817927.17087,NA,18278024136.031,NA,NA,50.1773437812265,4.27216357815077,2.78043440578277,1205414,51.004485583805,NA,4403319,NA,46.328,53.672,Sub-Saharan Africa,Lower middle income
Mauritius,41.3784280248856,NA,NA,45.1864013671875,NA,NA,NA,50.5771064028586,NA,14220348672.7333,NA,30052196419.9598,NA,NA,49.4228935971414,623.30197044335,0.0545472669534157,NA,NA,NA,1265303,NA,59.207,40.793,Sub-Saharan Africa,Upper middle income
Mexico,51.0129948030625,NA,NA,43.4634017944336,NA,NA,NA,51.0892808319391,NA,1220699479845.98,NA,2504211474501.11,NA,NA,48.9107191680609,64.9146264050001,1.12642114890216,21580827,21.3355771014877,NA,126190788,NA,19.844,80.156,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",55.5307015727048,NA,NA,NA,NA,NA,NA,49.1548295454545,NA,401932279.019221,NA,400216842.246533,NA,NA,50.8451704545455,160.914285714286,1.05400821370478,NA,NA,NA,112640,NA,77.297,22.703,East Asia & Pacific,Lower middle income
Moldova,37.6076817579593,NA,NA,41.0073013305664,NA,90.07204,8.83928,52.035563123928,NA,11443671435.9024,NA,25784391461.9348,NA,NA,47.964436876072,123.51980353224,-0.0933886780058336,509707,33.7202809786355,NA,3545883,NA,57.371,42.629,Europe & Central Asia,Lower middle income
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,7184844192.63456,NA,NA,NA,NA,NA,NA,0.752527100059372,NA,NA,NA,38682,NA,0,100,Europe & Central Asia,High income
Mongolia,52.6557214433441,NA,NA,52.1528015136719,NA,NA,NA,50.6695447058148,NA,13066749138.3261,NA,43748568745.6221,NA,NA,49.3304552941852,2.04060866654651,1.796009979898,1520381,70.0685162884606,NA,3170208,NA,31.555,68.445,East Asia & Pacific,Lower middle income
Montenegro,49.6658433997157,NA,NA,48.0820007324219,NA,NA,NA,50.5590129387722,NA,5504166666.66667,NA,12876309804.6895,NA,NA,49.4409870612278,46.2710037174721,-0.00449901102173483,NA,NA,NA,622345,NA,33.187,66.813,Europe & Central Asia,Upper middle income
Morocco,52.020236094805,NA,NA,NA,NA,NA,NA,50.4038472912818,NA,117921394402.361,NA,315158783376.393,NA,NA,49.5961527087182,80.7285189334528,1.25079496436022,3683566,16.3704746014871,NA,36029138,NA,37.547,62.453,Middle East & North Africa,Lower middle income
Mozambique,90.6998160820228,NA,NA,NA,NA,92.4766,7.5234,51.4751911012775,NA,14717223206.9,NA,43055208923.3648,NA,NA,48.5248088987225,37.508535313716,2.91345897465103,1635392,15.4064147107958,NA,29495962,NA,64.012,35.988,Sub-Saharan Africa,Low income
Myanmar,47.3962960188089,NA,NA,48.4712982177734,NA,NA,NA,51.8078968699039,NA,71214803377.8284,NA,358451366831.555,NA,NA,48.1921031300962,82.2386154835549,0.608482651749138,5157461,31.4029539397534,NA,53708395,NA,69.421,30.579,East Asia & Pacific,Lower middle income
Namibia,68.1980160472224,NA,NA,55.4166984558105,NA,NA,NA,51.5536903157293,NA,14521711633.9533,NA,27180101703.4338,NA,NA,48.4463096842707,2.97374558175127,1.88227929401189,404280,33.0048468827531,NA,2448255,NA,49.968,50.032,Sub-Saharan Africa,Upper middle income
Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,125628504.250316,NA,209670092.7232,NA,NA,NA,635.2,-1.34482089317817,NA,NA,NA,12704,NA,0,100,East Asia & Pacific,Upper middle income
Nepal,56.5972960751091,NA,NA,NA,NA,NA,NA,54.5353433292596,NA,29040398982.3466,NA,86779060267.4217,NA,NA,45.4646566707404,195.939107080572,1.6539802386854,1329732,23.9827030021935,NA,28087871,NA,80.26,19.74,South Asia,Low income
Netherlands,54.5699039032024,NA,NA,59.1018981933594,NA,NA,NA,50.2209435647813,NA,913658465709.125,NA,970604942312.105,NA,NA,49.7790564352187,511.457910359157,0.580410753764695,1131690,7.17865285619598,NA,17231017,NA,8.51000000000001,91.49,Europe & Central Asia,High income
New Caledonia,46.8754201094094,NA,NA,NA,NA,NA,NA,49.6610544812955,NA,NA,NA,NA,NA,NA,50.3389455187045,15.5393873085339,1.31466608833004,NA,NA,NA,284060,NA,29.317,70.683,East Asia & Pacific,High income
New Zealand,54.5734840373697,NA,NA,65.686897277832,NA,NA,NA,50.8377693974718,NA,204923917869.355,NA,200331983663.265,NA,NA,49.1622306025282,18.5541756864532,1.89273580152215,1556875,36.8245859444148,NA,4885500,NA,13.462,86.538,East Asia & Pacific,High income
Nicaragua,54.9167110334579,NA,NA,NA,NA,NA,NA,50.7127056800849,NA,13117845416.6297,NA,35777246338.7006,NA,NA,49.2872943199151,53.7270483629716,1.25535796724705,1047923,27.6953697762113,NA,6465513,NA,41.478,58.522,Latin America & Caribbean,Lower middle income
Niger,110.878511220383,NA,NA,NA,NA,NA,NA,49.7710025976669,NA,9290938457.2883,NA,23866321073.8786,NA,NA,50.2289974023331,17.7176505881424,3.81686919885997,1213781,32.9272209674103,NA,22442948,NA,83.575,16.425,Sub-Saharan Africa,Low income
Nigeria,87.3150867715878,NA,NA,NA,NA,NA,NA,49.3361135462707,NA,397269616080.908,NA,1173456270804.93,NA,NA,50.6638864537293,215.064988965381,2.58654585214901,13463421,13.6530372484442,NA,195874740,NA,49.656,50.344,Sub-Saharan Africa,Lower middle income
North Macedonia,43.2401394057924,NA,NA,43.035099029541,NA,NA,NA,49.9664659424078,NA,12672131053.1578,NA,34074405984.6724,NA,NA,50.0335340575922,82.5915146708961,0.0461949888093546,584208,48.3878261805863,NA,2082958,NA,42.037,57.963,Europe & Central Asia,Upper middle income
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323000000,NA,NA,NA,NA,NA,123.65652173913,0.564156497878011,NA,NA,NA,56882,NA,8.38200000000001,91.618,East Asia & Pacific,High income
Norway,52.9011401549285,NA,NA,61.7579002380371,NA,NA,NA,49.5246311324926,NA,434166615431.909,NA,348145261704.001,NA,NA,50.4753688675074,14.5549195374975,0.705638419101121,1012225,23.1580886011803,NA,5314336,NA,17.752,82.248,Europe & Central Asia,High income
Oman,32.6951287431657,NA,NA,35.5999984741211,NA,NA,NA,34.0140835154787,NA,79276723016.9051,NA,202161841936.766,NA,NA,65.9859164845213,15.6041453957997,3.44511796571903,1446563,35.430686365254,NA,4829483,NA,15.461,84.539,Middle East & North Africa,High income
Pakistan,65.5152020756539,NA,NA,21.8595008850098,NA,62.15434,31.26559,48.5380747169765,NA,314588210501.063,NA,1181412872851.48,NA,NA,51.4619252830235,275.289318700706,2.05587986968414,15400223,19.7918930572625,NA,212215030,NA,63.334,36.666,South Asia,Lower middle income
Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,283994900,NA,331462431.795303,NA,NA,NA,38.9282608695652,0.554390332143348,NA,NA,NA,17907,NA,20.07,79.93,East Asia & Pacific,High income
Panama,54.2424993288382,NA,NA,51.375301361084,NA,NA,NA,49.9053836510993,NA,65055100000,NA,106734545833.397,NA,NA,50.0946163489007,56.1860774818402,1.69258054975119,1783490,63.0627636248687,NA,4176873,NA,32.291,67.709,Latin America & Caribbean,High income
Papua New Guinea,64.6394087431679,NA,NA,NA,NA,NA,NA,48.9627278731314,NA,23497607690.1178,NA,37319091772.2658,NA,NA,51.0372721268686,19.0043633794109,1.97476017811245,366862,32.3692434747469,NA,8606316,NA,86.831,13.169,East Asia & Pacific,Lower middle income
Paraguay,55.9349975498097,NA,NA,59.4616012573242,NA,NA,NA,49.1516113483061,NA,40496953779.071,NA,94602054768.8183,NA,NA,50.8483886516939,17.5083589227284,1.28784451697628,3222199,75.2165552104906,NA,6956071,NA,38.415,61.585,Latin America & Caribbean,Upper middle income
Peru,51.2378746267957,NA,NA,62.2266998291016,NA,NA,NA,50.3377554939133,NA,222044970486.217,NA,461223353620.681,NA,NA,49.6622445060867,24.99160625,1.71824651729878,10390607,41.6927261076316,NA,31989256,NA,22.093,77.907,Latin America & Caribbean,Upper middle income
Philippines,56.4592858314578,NA,NA,45.3933982849121,NA,NA,NA,49.7416573851815,NA,330910343610.956,NA,954650488949.628,NA,NA,50.2583426148185,357.688305329175,1.39613428041081,13482468,26.9502658922642,NA,106651922,NA,53.093,46.907,East Asia & Pacific,Lower middle income
Poland,48.302146843564,NA,NA,48.4646987915039,NA,NA,NA,51.5307073794516,NA,585663814824.044,NA,1190118700055.2,NA,NA,48.4692926205484,124.035886214442,0.00980074960984292,1767798,7.75038760750288,NA,37978548,NA,39.942,60.058,Europe & Central Asia,High income
Portugal,54.8269495478638,NA,NA,54.4836006164551,NA,NA,NA,52.7119617105452,NA,240674524464.24,NA,343569579620.668,NA,NA,47.2880382894548,112.23945350807,-0.180137490722825,2927316,43.6597443041146,NA,10281762,NA,34.789,65.211,Europe & Central Asia,High income
Puerto Rico,55.0650708266441,NA,NA,NA,NA,NA,NA,52.4500937294998,NA,101130900000,NA,126338224952.621,NA,NA,47.5499062705002,360.220180383315,-3.98350008527716,2454337,82.0859476380955,NA,3195153,NA,6.422,93.578,Latin America & Caribbean,High income
Qatar,17.5237630898734,NA,NA,57.8800010681152,NA,99.45751,0.42872,24.4952873836765,NA,191362087912.088,NA,352990432750.149,NA,NA,75.5047126163235,239.593195521103,2.06868446561438,693373,25.1439377868194,NA,2781677,NA,0.864999999999995,99.135,Middle East & North Africa,High income
Romania,51.2247427291675,NA,NA,45.6305999755859,NA,NA,NA,51.343743063071,NA,239552516744.469,NA,549288791980.098,NA,NA,48.656256936929,84.6398470097357,-0.581419208735541,1821380,17.3208479339522,NA,19473936,NA,46.002,53.998,Europe & Central Asia,Upper middle income
Russian Federation,48.3432769745506,NA,NA,55.8568000793457,NA,NA,NA,53.6617623581325,NA,1657554647149.87,NA,4050785535656.27,NA,NA,46.3382376418675,8.82207955488442,-0.0129353844507104,12409738,11.5397185738909,NA,144478050,NA,25.567,74.433,Europe & Central Asia,Upper middle income
Rwanda,75.1735974401916,NA,NA,44.1851005554199,NA,95.54366,4.07134,50.8610613471713,NA,9508715596.4368,NA,27698509345.5708,NA,NA,49.1389386528287,498.659870287799,2.6440088912302,1057836,49.9618615709632,NA,12301939,NA,82.789,17.211,Sub-Saharan Africa,Low income
Samoa,75.8114685766021,NA,NA,NA,NA,NA,NA,48.2562408223201,NA,820491798.30076,NA,1271615568.1285,NA,NA,51.7437591776799,69.3038869257951,0.397464519045097,NA,NA,NA,196130,NA,81.757,18.243,East Asia & Pacific,Upper middle income
San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.083333333333,0.337998424249194,NA,NA,NA,33785,NA,2.774,97.226,Europe & Central Asia,High income
Sao Tome and Principe,83.3033659066232,NA,NA,NA,NA,NA,NA,49.9635126426324,NA,422296762.322469,NA,721417562.626448,NA,NA,50.0364873573676,219.820833333333,1.88421735403656,NA,NA,NA,211028,NA,27.197,72.803,NA,NA
Saudi Arabia,39.5808550272483,NA,NA,21.9200000762939,NA,NA,NA,42.445847976176,NA,786521831571.957,NA,1864809469365.93,NA,NA,57.554152023824,15.6766543082956,1.79887529985771,6906595,24.4434653586729,NA,33699947,NA,16.156,83.844,Middle East & North Africa,High income
Senegal,85.6743118852401,NA,NA,NA,NA,NA,NA,51.2773297682071,NA,24129599551.7869,NA,59969728878.7594,NA,NA,48.7226702317929,82.3474783150678,2.78193167027988,2978419,39.807845239034,NA,15854360,NA,52.808,47.192,Sub-Saharan Africa,Lower middle income
Serbia,51.5966414652803,NA,NA,46.6898002624512,NA,98.42108,1.26143,51.002522964154,NA,50597289146.7041,NA,121732048920.434,NA,NA,48.997477035846,79.8317402241024,-0.553799324424721,1389351,35.4752883458266,NA,6982084,NA,43.908,56.092,Europe & Central Asia,Upper middle income
Seychelles,45.4127406338758,NA,NA,66.3613967895508,NA,NA,NA,48.6549117350197,NA,1590180446.19384,NA,2956763760.52248,NA,NA,51.3450882649803,210.352173913043,0.954291917891324,NA,NA,NA,96762,NA,43.309,56.691,Sub-Saharan Africa,High income
Sierra Leone,78.6550094089744,NA,NA,NA,NA,NA,NA,50.1212721477712,NA,4085114794.22324,NA,12255348024.7632,NA,NA,49.8787278522288,105.987170961485,2.13664820752458,1135949,35.3078322255625,NA,7650154,NA,57.945,42.055,Sub-Saharan Africa,Low income
Singapore,31.1332126035562,NA,NA,60.2000007629395,NA,NA,NA,47.6581254061005,NA,364156657769.87,NA,572503966607.878,NA,NA,52.3418745938995,7952.9984184018,0.469704298714121,5791901,100,NA,5638676,NA,0,100,East Asia & Pacific,High income
Sint Maarten (Dutch part),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196976475763271,NA,NA,NA,40654,NA,0,100,Latin America & Caribbean,High income
Slovak Republic,45.0860619375329,NA,NA,52.277099609375,NA,NA,NA,51.3383325230785,NA,105904632155.755,NA,183762547005.186,NA,NA,48.6616674769215,113.290578202995,0.142914342882467,429920,14.6907818009534,NA,5447011,NA,46.274,53.726,Europe & Central Asia,High income
Slovenia,52.9722102393766,NA,NA,53.7533988952637,NA,NA,NA,50.2452070327013,NA,54007972106.4629,NA,78660992038.4547,NA,NA,49.7547929672987,102.639859503382,0.0476079897519612,NA,NA,NA,2067372,NA,45.459,54.541,Europe & Central Asia,High income
Solomon Islands,78.0641606799003,NA,NA,NA,NA,67.82703,4.1265,49.1546374698249,NA,1395608472.01325,NA,1581757114.45821,NA,NA,50.8453625301751,23.324687388353,2.61013377594308,NA,NA,NA,652858,NA,76.251,23.749,East Asia & Pacific,Lower middle income
Somalia,97.82351550186,NA,NA,NA,NA,NA,NA,50.1333502129666,NA,4720727278.18833,NA,NA,NA,NA,49.8666497870334,23.9234769024771,2.83176765182727,2081624,30.8419948270321,NA,15008154,NA,55.029,44.971,Sub-Saharan Africa,Low income
South Africa,52.4332012131419,NA,NA,48.4324989318848,NA,NA,NA,50.6941503848595,NA,368288939768.322,NA,790822889195.294,NA,NA,49.3058496151405,47.6301197767684,1.35769728766652,5485986,14.3089032487188,NA,57779622,NA,33.645,66.355,Sub-Saharan Africa,Upper middle income
South Sudan,82.5437294873803,NA,NA,NA,NA,NA,NA,49.9563043621658,NA,NA,NA,NA,NA,NA,50.0436956378342,NA,0.595441569950834,368914,17.1354625586469,NA,10975920,NA,80.385,19.615,Sub-Saharan Africa,Low income
Spain,51.6196970503801,NA,NA,52.4231986999512,NA,NA,NA,50.8966413132559,NA,1419041949909.82,NA,1855654206040.25,NA,NA,49.1033586867441,93.5290582615872,0.2797198925747,6497124,17.3122841434921,NA,46723749,NA,19.679,80.321,Europe & Central Asia,High income
Sri Lanka,53.0695531237879,NA,NA,NA,NA,NA,NA,51.9668176568014,NA,88900770857.6351,NA,291974279252.826,NA,NA,48.0331823431986,345.558922022006,1.04839295829763,599821,14.9814836044917,NA,21670000,NA,81.524,18.476,South Asia,Upper middle income
St. Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010822222.22222,NA,1584126726.55976,NA,NA,NA,201.696153846154,0.757999915891058,NA,NA,NA,52441,NA,69.224,30.776,Latin America & Caribbean,High income
St. Lucia,39.5389336401995,NA,NA,NA,NA,99.52849,0.23576,50.7504535708395,NA,1921848222.22222,NA,2524868895.96195,NA,NA,49.2495464291605,298.17868852459,0.514822933775617,NA,NA,NA,181889,NA,81.322,18.678,Latin America & Caribbean,Upper middle income
St. Martin (French part),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9072966556036,NA,NA,NA,37264,NA,NA,NA,Latin America & Caribbean,High income
St. Vincent and the Grenadines,47.3435118586058,NA,NA,NA,NA,NA,NA,49.2087832320116,NA,811300000,NA,1354257780.40151,NA,NA,50.7912167679884,282.589743589744,0.348123621752864,NA,NA,NA,110210,NA,47.802,52.198,Latin America & Caribbean,Upper middle income
Sudan,78.858728052154,NA,NA,NA,NA,NA,NA,50.047414530166,NA,40851536133.7642,NA,199296743620.502,NA,NA,49.952585469834,NA,2.39226526455048,5534079,38.2164366036418,NA,41801533,NA,65.358,34.642,Sub-Saharan Africa,Lower middle income
Suriname,51.6911456810802,NA,NA,NA,NA,87.72937,12.14386,49.7170943094202,NA,3590753768.84422,NA,8933888035.91556,NA,NA,50.2829056905798,3.69225,0.958587768978366,NA,NA,NA,575991,NA,33.94,66.06,Latin America & Caribbean,Upper middle income
Sweden,60.4551945668974,NA,NA,70.7766036987305,NA,NA,NA,49.9457761669857,NA,556086488936.559,NA,541835380996.498,NA,NA,50.0542238330143,25.0010434312931,1.23985370981945,1582968,17.779660735201,NA,10183175,NA,12.569,87.431,Europe & Central Asia,High income
Switzerland,50.4532477262533,NA,NA,62.9131011962891,NA,NA,NA,50.4271246622237,NA,705140354166.312,NA,579643931032.338,NA,NA,49.5728753377763,215.521378417094,0.762633818427414,1370779,21.8104892749397,NA,8516543,NA,26.203,73.797,Europe & Central Asia,High income
Syrian Arab Republic,56.0662996502183,NA,NA,NA,NA,NA,NA,49.8142113613984,NA,NA,NA,NA,NA,NA,50.1857886386016,92.0671077710614,-0.952015451839186,2319545,25.3314456248326,NA,16906283,NA,45.838,54.162,Middle East & North Africa,Low income
Tajikistan,66.1299944397206,NA,NA,NA,NA,NA,NA,49.5838354386136,NA,7522947810.12326,NA,31395879238.9728,NA,NA,50.4161645613864,65.5727141724908,2.45346505862171,872653,35.3383647421805,NA,9100837,NA,72.866,27.134,Europe & Central Asia,Low income
Tanzania,87.6156325184207,NA,NA,NA,NA,84.14222,15.85778,50.0510109095796,NA,58001200572.3965,NA,177134867500.972,NA,NA,49.9489890904204,63.5790787988259,2.98167411522997,6047600,31.7925190640248,NA,56318348,NA,66.224,33.776,Sub-Saharan Africa,Low income
Thailand,40.8210347249991,NA,NA,59.6533012390137,NA,NA,NA,51.2687046149695,NA,504992757704.997,NA,1322705956924.14,NA,NA,48.7312953850305,135.897206835131,0.3154482592337,10156316,29.2867702400653,NA,69428524,NA,50.051,49.949,East Asia & Pacific,Upper middle income
Timor-Leste,72.7030531523089,NA,NA,NA,NA,96.73004,2.90847,49.4584672410734,NA,2581000000,NA,9710681139.36918,NA,NA,50.5415327589266,85.270477471419,1.96810074007246,NA,NA,NA,1267972,NA,69.422,30.578,East Asia & Pacific,Lower middle income
Togo,79.2242718887728,NA,NA,NA,NA,NA,NA,50.2680472221465,NA,5358722982.70893,NA,13994437273.8135,NA,NA,49.7319527778535,145.046773303916,2.44590420703926,1745744,53.0635792468487,NA,7889094,NA,58.298,41.702,Sub-Saharan Africa,Low income
Tonga,70.5594578960417,NA,NA,NA,NA,NA,NA,49.9869184778922,NA,450353313.884584,NA,662479516.83501,NA,NA,50.0130815221078,143.329166666667,1.16865776085892,NA,NA,NA,103197,NA,76.869,23.131,East Asia & Pacific,Upper middle income
Trinidad and Tobago,45.2528807947712,NA,NA,NA,NA,NA,NA,50.591326633766,NA,23808146747.7994,NA,44496002453.1227,NA,NA,49.408673366234,270.927485380117,0.417170468699778,544417,73.6512793872145,NA,1389858,NA,46.816,53.184,Latin America & Caribbean,High income
Tunisia,48.1169879440149,NA,NA,NA,NA,NA,NA,50.4371518597642,NA,39871132267.9361,NA,144597666057.49,NA,NA,49.5628481402358,74.4413233779609,1.14582776626243,2290777,28.729411823724,NA,11565204,NA,31.055,68.945,Middle East & North Africa,Lower middle income
Turkey,49.549755981647,NA,NA,34.1254005432129,NA,NA,NA,50.6778132013215,NA,771350330455.267,NA,2310620759900.52,NA,NA,49.3221867986785,106.960128893104,1.49044486780679,14750771,23.8463704730436,NA,82319724,NA,24.857,75.143,Europe & Central Asia,Upper middle income
Turkmenistan,54.4377464351533,NA,NA,NA,NA,NA,NA,50.7607374042498,NA,40761142857.1429,NA,112946520763.324,NA,NA,49.2392625957502,12.4505947694337,1.6064157574868,810186,26.8392686951391,NA,5850908,NA,48.407,51.593,Europe & Central Asia,Upper middle income
Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022312010,NA,955588678.634717,NA,NA,NA,39.6473684210526,1.47100807081477,NA,NA,NA,37665,NA,6.902,93.098,Latin America & Caribbean,High income
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,42587778.4724662,NA,46602386.8809315,NA,NA,NA,383.6,1.20641379268569,NA,NA,NA,11508,NA,37.613,62.387,East Asia & Pacific,Upper middle income
Uganda,95.5856827336218,NA,NA,NA,NA,NA,NA,50.7760788964281,NA,27461440192.3549,NA,87072914178.4756,NA,NA,49.2239211035719,213.061734490325,3.72138730033183,2986352,29.4019129075429,NA,42723139,NA,76.226,23.774,Sub-Saharan Africa,Low income
Ukraine,47.5951598530469,NA,NA,56.7527008056641,NA,NA,NA,53.687750696908,NA,130832374404.882,NA,390972933044.285,NA,NA,46.312249303092,77.0296673514129,-0.46643010293891,2956706,9.55421704227543,NA,44622516,NA,30.648,69.352,Europe & Central Asia,Lower middle income
United Arab Emirates,18.6077964237707,NA,NA,52.7420997619629,NA,NA,NA,30.6366879500976,NA,414178942592.479,NA,723046726039.598,NA,NA,69.3633120499024,135.609110109828,1.50389675992433,2785376,33.4262581877277,NA,9630959,NA,13.478,86.522,Middle East & North Africa,High income
