Country.Name,age_dependency,co2_kg_ppp_gdp,co2_kt,f_labor_force,f_lifeexp,f_net_enrollment,f_out_school,f_pop,fertility_rate,gdp_currentUS,gdp_energy_perunit,gdp_ppp_current,gini_index,m_lifeexp,m_pop,pop_density,pop_growth,pop_largest_city,pop_largest_city_perc,pop_lifeexp,pop_perc,pop_w_electric,rural_pop,urban_pop,Region,Income.Group
Indonesia,54.3523718140406,0.284897533792212,294907.474,50,67.51,95.43455,4.56545,49.9311853396883,2.509,160446947784.909,6.49748205189758,1035135229408.79,29,64.554,50.0688146603117,118.365515547288,1.36809454948316,8506081,9.27209695926732,66.037,214427417,86.26,57.217,42.783,East Asia & Pacific,Lower middle income
"Iran, Islamic Rep.",58.4264847418355,0.559676020435942,398437.885,NA,71.615,NA,NA,49.1129414808875,1.983,126878750295.962,5.33371022944296,711908086913.657,NA,69.536,50.8870585191125,40.7973624106682,1.25040057842939,7229878,16.8015117246785,70.553,66449112,97.8417434692383,35.242,64.758,Middle East & North Africa,Upper middle income
Iraq,86.0787274425034,0.357484542709335,85342.091,NA,71.405,NA,NA,49.5444432042758,4.847,NA,8.22463419629232,238729457652.076,NA,66.704,50.4555567957242,55.349429544779,2.97929426649658,5334718,32.1471057006309,68.983,24208180,NA,31.45,68.55,Middle East & North Africa,Upper middle income
Ireland,46.040918360833,0.349910869226539,44029.669,47.5694007873535,79.9,99.99197,0.00803,50.2451816681515,1.94,109135253959.732,8.76423049131402,125831098351.776,NA,74.5,49.7548183318485,56.1219770648861,1.59215149039299,997311,43.4272439484261,77.1341463414634,3866243,100,40.601,59.399,Europe & Central Asia,High income
Isle of Man,NA,NA,NA,55.6800003051758,NA,NA,NA,NA,NA,1659131243.73837,NA,NA,NA,NA,NA,136.321052631579,0.985497228654746,NA,NA,NA,77703,100,48.167,51.833,Europe & Central Asia,High income
Israel,61.4873590183254,0.396372442513983,63596.781,53.7430000305176,81.2,NA,NA,50.7226335531052,2.92,130756336685.926,8.38131393425665,160447029557.955,38.9,77.7,49.2773664468948,297.550831792976,2.35711729946802,2798491,47.6202557837909,79.4073170731707,6439000,100,8.733,91.267,Middle East & North Africa,High income
Italy,48.8580934215493,0.281843689619812,450347.937,36.2182998657227,83.2,NA,NA,51.5881910320479,1.25,1167012796420.58,9.28466253338401,1597864183539.07,NA,77.2,48.411808967952,193.716976641393,0.0561676014374784,3702287,9.65814487106437,80.1268292682927,56974100,100,32.718,67.282,Europe & Central Asia,High income
Jamaica,65.6788012809792,0.611075808131594,10615.965,53.5999984741211,75.472,93.00236,6.99764,50.2813393322481,2.529,9178016493.05556,4.54160233795242,17372582679.159,NA,72.848,49.7186606677519,246.971560480148,0.750594162355749,578887,41.5788539952581,74.139,2674702,87.708112,47.947,52.053,Latin America & Caribbean,Upper middle income
Japan,47.2459862269781,0.344500590630838,1203377.388,49.2000007629395,84.9,NA,NA,50.9135455845406,1.33,4303544259842.72,6.85396956986495,3493106893652.68,NA,78.1,49.0864544154594,348.831275720165,0.240952587521069,34668636,34.086947356405,81.4170731707317,127149000,100,20.01,79.99,East Asia & Pacific,High income
Jordan,73.6702614572716,0.499318265889484,16002.788,11.6999998092651,73.453,NA,NA,48.2196633985826,4.056,9101452750.35261,6.65310015889615,32049274166.8336,NA,70.531,51.7803366014174,59.1266545784225,1.83456921869856,1026031,25.1214226620215,71.907,5217336,98.8124084472656,21.717,78.283,Middle East & North Africa,Upper middle income
Kazakhstan,51.1656677525159,0.964466792527891,131850.652,NA,71.3,NA,NA,51.9257713860042,1.9,22152694161.8882,3.95809669858825,136708337727.643,36,60.5,48.0742286139958,5.50369855909916,-0.170069526322763,1181821,14.1602010525906,65.7682926829268,14858335,99.1747970581055,43.829,56.171,Europe & Central Asia,Upper middle income
Kenya,89.9158540591562,0.165560833566732,9369.185,NA,53.434,66.14283,27.29629,50.3721516757701,5.112,12986007425.8781,3.98806879162382,56590588475.2846,NA,48.905,49.6278483242299,57.7161401412658,2.72803349098304,2299455,34.5875234893666,51.101,32848564,17.4948635101318,79.761,20.239,Sub-Saharan Africa,Lower middle income
Kiribati,75.3774182345611,0.190806554913875,25.669,NA,66.309,NA,NA,50.7408788034108,4.015,63101272.3699183,NA,134528921.25004,NA,60.588,49.2591211965892,105.986419753086,1.7069931938116,NA,NA,63.446,85849,NA,56.527,43.473,East Asia & Pacific,Lower middle income
"Korea, Dem. People’s Rep.",46.7440032062574,NA,72225.232,NA,69.692,NA,NA,51.2420318314344,1.988,NA,NA,NA,NA,62.078,48.7579681685656,192.118428701935,0.885354906238275,2782719,20.2202493074973,66.087,23132980,NA,40.509,59.491,NA,NA
"Korea, Rep.",38.1659362739621,0.495807469441159,450193.923,49.2999992370605,80.1,NA,1.49827,49.8273223289556,1.297,533052076313.527,4.7524669569044,908001494022.325,NA,72.9,50.1726776710445,489.664709530701,0.767241774760276,9849502,26.0102928328725,76.4121951219512,47370164,100,20.06,79.94,East Asia & Pacific,High income
Kosovo,NA,NA,NA,NA,70.2,NA,NA,NA,2.8,2535333631.88536,4.27810668191254,8135564246.21934,NA,65.9,NA,156.255534123266,0.0678593232934242,NA,NA,67.9975609756098,1701154,100,NA,NA,Europe & Central Asia,Upper middle income
Kuwait,42.1337202348169,0.490862837661138,57641.573,NA,74.371,95.82042,4.12139,41.3960051785955,2.772,34887512226.9319,5.87857281739693,117429083192.874,NA,72.453,58.6039948214045,118.029292929293,2.8041047496667,1345383,64.0247898133911,73.21,2103282,100,0.0919999999999987,99.908,Middle East & North Africa,High income
Kyrgyz Republic,66.2786127031575,0.447455854172347,3894.354,NA,72.6,93.10586,6.02052,50.5265030761627,2.4,1525116370.27939,4.03782114335136,8703325621.25784,30.2,65,49.4734969238373,25.7825860271116,0.948856613551314,772245,44.2440280917738,68.7073170731707,4945100,99.725471496582,64.704,35.296,Europe & Central Asia,Lower middle income
Lao PDR,86.6521979908323,0.0766304455380648,872.746,NA,61.195,71.90024,28.09976,50.2794854465704,4.137,1768619058.34647,NA,11389024217.0976,NA,57.557,49.7205145534296,23.4383968804159,1.600327521287,466786,37.5282696520813,59.372,5409582,45.8790550231934,77.007,22.993,East Asia & Pacific,Lower middle income
Latvia,48.2699293405926,0.331425726853307,6985.635,50.2202987670898,76.6,NA,NA,54.0653727557978,1.22,8334748153.1229,5.12653367402434,21077527886.3367,NA,65.2,45.9346272442022,37.577496355122904,-1.29148694354873,751414,47.3150738583735,70.7609756097561,2337170,100,32.05,67.95,Europe & Central Asia,High income
Lebanon,58.5950256569413,0.469393222563559,16171.47,NA,76.663,NA,NA,49.9750814269811,2.313,17649751243.7811,6.54910860444025,34451860876.2193,NA,73.272,50.0249185730189,390.127174975562,3.78465340854686,1554245,45.221372313404,74.999,3991001,NA,13.882,86.118,Middle East & North Africa,Upper middle income
Lesotho,77.3425535362405,0.6694809002508,1877.504,NA,49.091,79.27996,20.72004,51.9917101316574,3.732,825706961.238689,NA,2804417570.83234,NA,43.712,48.0082898683426,67.0533596837945,0.14432684073942,NA,NA,46.197,2035740,3.68771505355835,79.933,20.067,Sub-Saharan Africa,Lower middle income
Liberia,86.1645561403365,0.15639872413255,491.378,NA,53.293,NA,NA,50.117267584044,5.785,906000000,NA,3141828699.21338,NA,51.181,49.882732415956,30.6678467607973,3.63583784566011,933022,70.7044819370601,52.236,2953927,NA,55.327,44.673,Sub-Saharan Africa,Low income
Libya,58.465017595424,0.512836663633039,48100.039,NA,72.976,NA,NA,48.1694296917154,2.751,34110064452.1567,5.75156394681836,93792122152.9863,NA,69.389,51.8305703082846,3.09356309035316,1.58055140189096,1028762,24.7049489048781,71.038,5443248,97.1694259643555,23.498,76.502,Middle East & North Africa,Upper middle income
Liechtenstein,NA,NA,NA,52.6100006103516,82.4,NA,NA,NA,1.52,2491822706.80256,NA,NA,NA,76.3,NA,209.7,1.10286421124473,NA,NA,79.2756097560976,33552,100,85.038,14.962,Europe & Central Asia,High income
Lithuania,50.8114740884902,0.392802111979171,12885.838,53.5700988769531,77.6,NA,NA,53.2628037066774,1.29,12252498921.0186,3.96337785041784,32804910174.9313,NA,66,46.7371962933226,55.3736119974473,-0.824008723044179,541859,23.3294742140076,71.6585365853659,3470818,100,33.081,66.919,Europe & Central Asia,High income
Luxembourg,49.4895972643091,0.356611554502437,8800.8,42.3846015930176,81,97.02836,2.29963,50.7316042590022,1.66,21272418791.9463,7.00186050299806,24678953580.9611,NA,74.8,49.2683957409978,181.697530864198,1.19045634528707,NA,NA,77.8243902439025,441525,100,15.157,84.843,Europe & Central Asia,High income
"Macao SAR, China",41.2448073896328,0.111559156310756,1686.82,60.5400009155273,83.193,84.52131,13.24744,52.216117717981,0.906,6811227982.82193,NA,15120408362.5484,NA,77.96,47.783882282019,16843.769848595,2.3463627818757,438081,100,80.645,437938,100,0,100,East Asia & Pacific,High income
Madagascar,92.8206984120359,0.0760872013752848,1741.825,NA,60.348,68.02313,31.66964,50.2112947639597,5.447,4529575347.56805,NA,22892483473.1245,47.4,57.938,49.7887052360403,27.9618461326822,3.08585770501717,1403449,31.5096299263229,59.129,16260932,14.8,72.609,27.391,Sub-Saharan Africa,Low income
Malawi,97.5177929287179,0.113682361447051,865.412,NA,47.718,NA,NA,50.6752317463933,6.065,1716502862.2954,NA,7612544188.77529,NA,42.973,49.3247682536067,121.25583368689,2.50883390603094,543802,32.3638690095371,45.204,11432000,5.27157640457153,85.302,14.698,Sub-Saharan Africa,Low income
Malaysia,58.6107284510187,0.438741158817001,135620.328,46.8300018310547,75.003,97.85567,2.14433,49.0047182275678,2.657,92783947368.4211,6.07545120130084,309112389559.438,NA,70.765,50.9952817724323,72.1628945366002,2.19550371444116,4317941,28.9440143523517,72.782,23709119,NA,37.078,62.922,East Asia & Pacific,Upper middle income
Maldives,73.776820126855,0.215966875260548,462.042,NA,72.176,NA,NA,49.1762396571536,2.596,870179738.562091,NA,2139411423.36102,NA,69.99,50.8237603428464,954.353333333333,2.44238803214387,NA,NA,70.964,286306,87.517333984375,71.141,28.859,South Asia,Upper middle income
Mali,99.5269740055205,0.0550513835686193,828.742,NA,49.424,NA,NA,50.3763395499291,6.878,3465305993.47783,NA,15053972239.7169,39.9,48.092,49.6236604500709,9.23757775428417,2.92715417907364,1203582,36.7257228539572,48.758,11271600,10.8,70.925,29.075,Sub-Saharan Africa,Low income
Malta,47.1976390132094,0.322395037735942,2486.226,29.5545997619629,81.2,NA,NA,50.3817583593222,1.48,4331870647.71535,9.80412418171247,7711737802.97558,NA,76.6,49.6182416406778,1228.2125,0.75110649818537,NA,NA,78.8439024390244,393028,100,7.35899999999999,92.641,Middle East & North Africa,High income
Marshall Islands,NA,0.588000552023375,80.674,NA,NA,NA,NA,NA,NA,122824000,NA,137200551.466137,NA,NA,NA,285.677777777778,1.30953669775218,NA,NA,NA,51422,70.0382537841797,30.899,69.101,East Asia & Pacific,Upper middle income
Mauritania,87.0833304488089,0.205788926900185,1272.449,NA,62.596,62.51283,37.48717,50.2417661305393,5.369,1295539954.38702,NA,6183272439.22694,NA,58.926,49.7582338694607,2.62190744154458,2.70731543864991,574557,55.0574524296183,60.788,2702400,22.2,61.384,38.616,Sub-Saharan Africa,Lower middle income
Mauritius,46.274323276737,0.254485324013574,2863.927,36.7868003845215,75.3,NA,NA,50.4366740904473,1.91,4613630622.77501,10.6085460342062,11253800238.1907,NA,68.4,49.5633259095527,589.303940886699,0.790047581068153,NA,NA,71.7658536585366,1196287,99.3447113037109,57.441,42.559,Sub-Saharan Africa,Upper middle income
Mexico,63.6621271373986,0.369950353319593,412977.54,38.0330009460449,77.304,NA,NA,50.9375287393132,2.669,756706300589.791,7.18836978934741,1116305299601.21,NA,71.995,49.0624712606868,51.5950271354716,1.40396086548011,18617824,24.7351314421341,74.658,100298153,97.181266784668,24.955,75.045,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",78.2058530096442,0.604261237597722,168.682,NA,66.338,NA,NA,49.3832229168611,4.204,240970948.953606,NA,279154096.778747,NA,63.193,50.6167770831389,153.104285714286,-0.213445263373206,NA,NA,64.71,107173,48.4502792358398,77.67,22.33,East Asia & Pacific,Lower middle income
Moldova,47.2469427144155,0.420999121170815,3714.671,54.6399993896484,71.14,94.41983,5.58017,52.1310349390043,1.354,1480673594.05602,2.8909838933955,8823464974.62834,38,63.195,47.8689650609957,126.456872235958,-0.223626544049819,603704,37.6208242376957,67.185,3631462,100,55.811,44.189,Europe & Central Asia,Lower middle income
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671424966.44295,NA,NA,NA,NA,NA,16235,0.999745238221797,NA,NA,NA,32470,100,0,100,Europe & Central Asia,High income
Mongolia,59.7602396019312,0.843808141946031,7884.05,NA,66.561,95.4896,4.5104,50.1209293790611,2.095,1267997934.3125,3.86931763565017,9343415414.09807,NA,60.354,49.8790706209389,1.55744741110739,0.9204952844398,796057,56.5087209570586,63.319,2419588,73.9888763427734,41.778,58.222,East Asia & Pacific,Lower middle income
Montenegro,49.4019141698254,NA,NA,NA,76.022,NA,NA,50.6053786062593,1.865,1159869245.92513,NA,4113933298.28177,NA,70.488,49.3946213937407,45.1590334572491,0.402363248322291,NA,NA,73.233,607389,100,40.441,59.559,Europe & Central Asia,Upper middle income
Morocco,61.6930221197057,0.330480141174975,37715.095,25.4599990844727,70.669,77.18017,21.70123,50.4788709512011,2.715,39459581217.3759,9.77002949626149,114122122031.023,NA,67.654,49.5211290487989,65.2617745910822,1.14866921931345,3169700,20.279887657983,69.193,29126330,71.9285507202148,46.338,53.662,Middle East & North Africa,Lower middle income
Mozambique,92.3174297739438,0.154539485885968,1580.477,NA,51.375,55.67982,44.32018,52.1381598082833,5.813,5311092495.99103,1.35517030075397,10227010857.0583,NA,47.137,47.8618401917167,23.1718609323737,2.83852543981183,1029330,19.2945519081986,49.295,18221888,5.7,70.723,29.277,Sub-Saharan Africa,Low income
Myanmar,58.1092743400365,0.159989238442083,8723.793,NA,63.411,89.82453,10.17547,51.5854158038225,2.845,6477790688.22844,4.34491486583196,54527373746.8165,NA,57.362,48.4145841961775,72.2604890289806,1.07600157406177,3646374,28.3786355229986,60.377,47225120,NA,72.792,27.208,East Asia & Pacific,Lower middle income
Namibia,81.5679379372004,0.208904237159231,2016.85,49.3300018310547,53.425,NA,NA,51.7845637388844,3.763,3476452446.22032,7.98532334226545,9654423612.58912,NA,49.281,48.2154362611157,2.21510281917672,1.60860547589892,236672,39.4484892124703,51.399,1823672,35.9336738586426,67.102,32.898,Sub-Saharan Africa,Upper middle income
Nauru,NA,NA,80.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.75,-1.18724633167623,NA,NA,NA,10215,NA,0,100,East Asia & Pacific,Upper middle income
Nepal,80.4072783835128,0.104879344794089,3267.297,NA,64.043,NA,NA,50.2886399714003,3.772,6007055042.17687,3.71993679560207,31152912009.6499,NA,61.787,49.7113600285997,169.843780955703,1.6815927392948,672511,19.8048350100171,62.945,24347106,24.6,86.053,13.947,South Asia,Low income
Netherlands,47.3329913414599,0.331920598970758,176793.404,55.1013984680176,80.7,NA,NA,50.4601853202175,1.71,431213422818.792,6.85903141228644,532637638484.062,NA,75.8,49.5398146797825,475.30154028436,0.754840057734904,1008217,8.07300687291002,78.190243902439,16046180,100,22.17,77.83,Europe & Central Asia,High income
New Caledonia,55.2691367903634,NA,1888.505,NA,77.7,NA,NA,49.5185079842347,2.43,NA,NA,NA,NA,72.1,50.4814920157653,11.8886214442013,1.9017932212971,NA,NA,74.8317073170732,217324,100,37.724,62.276,East Asia & Pacific,High income
New Zealand,52.26643656999,0.394531825215318,34447.798,58.2703018188477,81.1,NA,NA,50.9549657991254,1.97,53872425916.6248,5.10490545644432,87313103274.2414,NA,76.4,49.0450342008746,14.7373817933235,0.589286034969052,1129774,33.814321044706404,78.6926829268293,3880500,100,13.9,86.1,East Asia & Pacific,High income
Nicaragua,74.651680389454,0.273424913851945,3964.027,22.3999996185303,72.873,90.25137,9.74863,50.5585510226967,3.019,5323146565.70315,5.71091615279912,14497680347.2505,52.9,66.961,49.4414489773033,42.756905434602,1.48933682406085,891268,31.3034474716808,69.934,5145366,72.22158,44.665,55.335,Latin America & Caribbean,Lower middle income
Niger,104.011263585789,0.0881058138302363,656.393,39.3400001525879,51.263,24.59737,75.40263,50.4079186041722,7.669,1945327564.65042,4.92529029056843,7450053196.99729,NA,49.921,49.5920813958277,9.27714928554512,3.6377915686023,727546,38.0760237223489,50.584,11751365,8.42061996459961,83.74,16.26,Sub-Saharan Africa,Low income
Nigeria,86.7731184973076,0.265191824771,85734.46,NA,47.396,NA,NA,49.5698934541118,6.083,74030364472.0506,3.57863270507726,323292243544.965,NA,45.661,50.4301065458882,137.679157196658,2.51161653646957,7571830,16.9290663794832,46.51,125394046,43.6726570129395,64.331,35.669,Sub-Saharan Africa,Lower middle income
North Macedonia,47.6643661145149,0.974213542132546,11998.424,45.5,76.042,94.31851,4.26627,49.9282862519115,1.683,3709637829.94866,4.77985564979364,12316010280.1851,NA,71.002,50.0717137480884,80.3319701140385,0.393510414575429,463525,38.8936996443957,73.47,2042842,100,41.661,58.339,Europe & Central Asia,Upper middle income
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.784782608696,1.4995012077272,NA,NA,NA,58321,100,9.765,90.235,East Asia & Pacific,High income
Norway,54.1119158940728,0.245764095706357,41910.143,69.4955978393555,81.5,NA,NA,50.4516885286966,1.78,173972218824.027,6.34528643947452,170529966468.637,NA,76.2,49.5483114713035,12.3581802660593,0.506046910557235,780454,22.6381742432878,78.7853658536585,4513751,100,23.622,76.378,Europe & Central Asia,High income
Oman,63.4878265447362,0.239437781063784,20285.844,NA,74.915,NA,14.20122,44.1855388266196,3.484,19452015604.6814,11.0349290887825,84722819890.2997,NA,70.782,55.8144611733805,7.41506300484653,1.18298046084842,572260,34.8509337877324,72.58,2294962,NA,28.451,71.549,Middle East & North Africa,High income
Pakistan,84.069873073367,0.269696944410578,108282.843,NA,63.947,NA,NA,48.3920128790554,4.904,72309738921.3329,6.16665230673515,401498219553.995,30.4,62.281,51.6079871209446,189.365922063097,2.52149807074211,10073392,20.7974814575566,63.066,145978402,70.4313812255859,66.82,33.18,South Asia,Lower middle income
Palau,NA,1.23149617486581,253.023,NA,NA,NA,NA,NA,NA,156737100,NA,205459834.27644,NA,NA,NA,42.1434782608696,1.46010751715529,NA,NA,NA,19386,NA,29.907,70.093,East Asia & Pacific,High income
Panama,59.5599980375499,0.266117275829972,7007.637,39.4000015258789,77.81,95.81135,3.51857,49.6201338602122,2.72,12502013400,9.04146917263897,26332890182.1366,56.9,72.808,50.3798661397878,41.5610438525693,1.93863040754822,1241812,64.3113680042384,75.233,3089648,81.8189926147461,37.503,62.497,Latin America & Caribbean,High income
Papua New Guinea,74.8107391661815,0.25827320800936,3208.625,NA,60.91,NA,NA,49.1636716400873,4.475,3081024212.42924,NA,12423375326.9666,NA,58.166,50.8363283599127,13.1931038289979,2.14930773317226,259275,32.920632421506,59.487,5974629,12.9831838607788,86.818,13.182,East Asia & Pacific,Lower middle income
Paraguay,73.5760684143294,0.111487232821567,3821.014,53.5,72.851,99.4715,0.5285,49.2538374730724,3.431,8495806432.18467,8.74402987933991,34273108259.0906,54.6,68.821,50.7461625269276,13.6633375283161,1.9577722572365,1778393,58.5366825066991,70.786,5428444,91.04207,44.034,55.966,Latin America & Caribbean,Upper middle income
Peru,63.6801070349877,0.195194821634486,27165.136,58.9500007629395,73.768,NA,NA,50.1454870687054,2.789,52030158775.4055,11.7989500770233,139169347693.395,51.3,69.226,49.8545129312946,20.93694140625,1.27431657739862,7444526,37.8210747569327,71.505,26799285,72.113111,26.552,73.448,Latin America & Caribbean,Upper middle income
Philippines,71.0495662599625,0.257752433958374,71051.792,47.6128005981445,72.36,90.48919,8.45853,49.6638146669477,3.766,76262072467.3776,7.19902460974151,275659053568.722,NA,65.508,50.3361853330523,267.206201160412,2.13260480205448,10111528,27.5598390138089,68.835,79672873,75.8499526977539,53.95,46.05,East Asia & Pacific,Lower middle income
Poland,45.2062115392997,0.709523524277452,301284.387,50.3146018981934,78.4,96.55528,3.24894,51.4776398448102,1.31,190521263343.023,4.75165078893639,424629172523.652,NA,70.2,48.5223601551898,124.875366482745,-0.0275871247282958,1669090,7.065710613412,74.2,38248076,100,38.239,61.761,Europe & Central Asia,High income
Portugal,47.7408359507913,0.310040315669388,62757.038,53.4481010437012,80.4,NA,NA,51.7402771911421,1.45,121498889485.459,8.1686332395534,202415733787.734,NA,73.4,48.2597228088579,113.253792349727,0.705230637323876,2686804,47.1033862389524,76.8146341463415,10362722,100,44.956,55.044,Europe & Central Asia,High income
Puerto Rico,53.4337401436392,NA,NA,NA,81.4,NA,NA,51.9616609832199,1.9346,69208400000,NA,102144617695.008,NA,72.94,48.0383390167801,430.52694475761,0.214145951376015,2505232,69.5441104785635,77.0668292682927,3818774,NA,5.667,94.333,Latin America & Caribbean,High income
Qatar,35.4279108175062,0.763690732335537,41396.763,NA,79.086,NA,NA,35.1511268867487,3.124,17538461538.4615,4.49184565874441,54206187462.0364,NA,76.658,64.8488731132513,52.9726098191214,3.73449166993201,308673,52.0069146435774,77.612,615012,100,3.494,96.506,Middle East & North Africa,High income
Romania,47.4255384116922,0.669518459601504,96632.784,57.1186981201172,74.9,90.82164,9.17836,51.1183229848408,1.27,40394824679.1232,3.91973395560696,144331769519.119,NA,67.6,48.8816770151592,96.3474380740934,-1.39542998635748,1935882,16.5499762378807,71.1609756097561,22131970,100,47.148,52.852,Europe & Central Asia,Upper middle income
Russian Federation,43.6662999918481,1.44940186438167,1557506.912,58.9179992675781,72.17,NA,NA,53.256461193233,1.223,306602070620.5,1.71658275654916,1074585972513.87,36.9,58.92,46.743538806767,8.91160939510782,-0.424151028076189,10169198,9.49792121087442,65.3834146341463,145976083,100,26.654,73.346,Europe & Central Asia,Upper middle income
Rwanda,90.8670756940221,0.0947544159003319,531.715,NA,50.808,NA,NA,51.1158708078458,5.542,1674685248.19528,NA,5611506281.24063,NA,49.009,48.8841291921542,333.65042561816,3.68093519720407,544678,41.80472941339,49.936,8231156,5.63347291946411,84.171,15.829,Sub-Saharan Africa,Low income
Samoa,81.3643272979205,0.220624982285176,146.68,32.1699981689453,71.752,NA,NA,47.9349350604924,4.476,273088357.1637,NA,664838580.29461,NA,66.73,52.0650649395076,61.9759717314488,0.536237228771681,NA,NA,69.103,175392,88.1462097167969,77.932,22.068,East Asia & Pacific,Upper middle income
San Marino,NA,NA,NA,54.2400016784668,NA,NA,NA,NA,NA,1160626398.21029,NA,1781033038.38253,NA,NA,NA,463.533333333333,1.26643513372113,NA,NA,NA,27812,100,6.25,93.75,Europe & Central Asia,High income
Sao Tome and Principe,90.2743273262616,0.220942036425878,51.338,NA,64.021,NA,NA,50.6037579441835,5.131,75951127.727338,NA,232359585.484417,NA,60.013,49.3962420558165,150.786458333333,1.73722301986817,NA,NA,62.017,144755,52.747917175293,45.623,54.377,NA,NA
Saudi Arabia,67.5015711190594,0.413669478674224,297214.017,15.539999961853,74.565,NA,NA,45.4371544004461,3.83,184137469733.333,7.15268517483134,718481861297.927,NA,71.251,54.5628455995539,9.86311607720183,2.57403385445926,3684470,21.7008747564558,72.759,21202642,NA,19.923,80.077,Middle East & North Africa,High income
Senegal,91.3635599202368,0.214960532078044,4330.727,NA,59.764,NA,NA,50.9455463884285,5.365,6174898370.14018,7.77341140254794,20146614627.9712,41.2,56.57,49.0544536115715,52.1274814314652,2.40378566945575,1918388,47.2391959732175,58.177,10036104,38.6808052062988,59.536,40.464,Sub-Saharan Africa,Lower middle income
Serbia,51.4913865055051,NA,NA,NA,75,NA,NA,50.9608619656906,1.58,12267175481.2542,3.07741747973101,46054546590.0205,NA,69.6,49.0391380343094,85.7927395380745,-0.171946646904854,1271030,31.9657946405869,72.2341463414634,7503433,100,47.008,52.992,Europe & Central Asia,Upper middle income
Seychelles,54.2298195631529,0.533186114486986,634.391,NA,79.4,91.49592,8.50408,50.2214456457112,1.98,622262057.191635,NA,1189811555.03344,NA,67.4,49.7785543542888,176.526086956522,0.0874745178458057,NA,NA,73.2536585365854,81202,94.3474426269531,49.354,50.646,Sub-Saharan Africa,High income
Sierra Leone,90.211117539408,0.179139970067461,568.385,NA,40.976,NA,NA,50.3838501292261,6.242,1090467712.30773,NA,3172854164.1821,NA,39.745,49.6161498707739,65.8641174840676,3.63049786093991,708274,41.5375132760126,40.369,4754072,NA,64.133,35.867,Sub-Saharan Africa,Low income
Singapore,33.5355184732204,0.292002267760313,49541.17,NA,80.3,NA,NA,48.8565296837251,1.41,89794943349.8912,7.96761148422576,169660223463.283,NA,76.3,51.1434703162749,6176.13731343284,2.69735584326358,4018779,97.118592212879,78.2512195121951,4138012,100,0,100,East Asia & Pacific,High income
Sint Maarten (Dutch part),NA,NA,NA,NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,900,0.265056847861417,NA,NA,NA,30600,NA,0,100,Latin America & Caribbean,High income
Slovak Republic,43.7540539565413,0.590513061018559,39357.911,52.8884010314941,77.5,88.7486,3.64721,51.4623809836861,1.2,30752150335.5705,3.58467137877393,66650364908.2929,NA,69.5,48.5376190163139,111.826756756757,-0.18301227099618,428603,14.1877691428443,73.4024390243903,5378867,100,43.837,56.163,Europe & Central Asia,High income
Slovenia,42.4520901282674,0.401545295652838,15163.045,51.1262016296387,79.6,96.23136,3.76864,51.0883002751758,1.21,20876309575.5183,5.60647522786789,37761729907.3264,NA,72.1,48.9116997248242,98.9106256206554,0.157498742047657,NA,NA,75.7585365853659,1992060,100,49.22,50.78,Europe & Central Asia,High income
Solomon Islands,80.7701655715266,0.281100147176856,157.681,NA,69.238,NA,NA,48.639576930244,4.659,400463452.065176,NA,560942431.313613,NA,66.567,51.360423069756,15.1462665237585,2.69773616804426,NA,NA,67.816,423944,9.21376800537109,83.799,16.201,East Asia & Pacific,Lower middle income
Somalia,100.76200936728,NA,502.379,NA,52.827,NA,NA,49.9326037946736,7.577,NA,NA,NA,NA,49.695,50.0673962053264,14.6439331144196,3.48306282053769,1212000,39.244879304187,51.213,9186725,NA,66.383,33.617,Sub-Saharan Africa,Low income
South Africa,60.8249946887239,1.02122950974829,372042.819,42.3716011047363,58.04,92.45591,7.54409,50.696965403994,2.652,121514658737.165,3.24834488758275,364308723405.084,NA,52.344,49.303034596006,37.5662762037442,1.33329297020517,3179320,12.1611143003676,55.089,45571274,70.2,42.632,57.368,Sub-Saharan Africa,Upper middle income
South Sudan,92.2424634539757,NA,NA,NA,50.786,NA,NA,50.1760990702087,6.139,NA,NA,NA,NA,48.416,49.8239009297913,NA,3.92863563728403,168041,15.6696633802594,49.592,6447793,NA,83.368,16.632,Sub-Saharan Africa,Low income
Spain,45.4236011396681,0.317558432070179,297830.073,39.5637016296387,82.8,NA,NA,50.8631326505924,1.23,627286800894.855,7.50070176015803,937874869385.238,NA,76.1,49.1368673494076,81.9433763941266,0.694068084334464,5082325,16.2965911776372,79.3682926829268,40850412,100,23.657,76.343,Europe & Central Asia,High income
Sri Lanka,48.6109487096312,0.12531873597907,10443.616,31.8999996185303,76.014,NA,NA,50.21978690788,2.246,15749753804.8344,10.353024109831,83336429452.5302,NA,68.769,49.78021309212,301.574390049434,0.711764113067233,646966,18.627702490456,72.233,18911730,63.6,81.635,18.365,South Asia,Upper middle income
St. Kitts and Nevis,NA,0.208834067954314,176.016,64.4199981689453,NA,NA,NA,NA,NA,475443702.962222,NA,842850985.589702,NA,NA,NA,171.534615384615,1.18413978224239,NA,NA,NA,44599,93.53,67.402,32.598,Latin America & Caribbean,High income
